date,claudia_num_interaction_share,claudia_like_count_share,claudia_comment_count_share,claudia_view_count_share,xochitl_num_interaction_share,xochitl_like_count_share,xochitl_comment_count_share,xochitl_view_count_share,maynez_num_interaction_share,maynez_like_count_share,maynez_comment_count_share,maynez_view_count_share,claudia_x_num_interaction_share,claudia_x_like_count_share,claudia_x_comment_count_share,claudia_x_view_count_share,xochitl_x_num_interaction_share,xochitl_x_like_count_share,xochitl_x_comment_count_share,xochitl_x_view_count_share,maynez_x_num_interaction_share,maynez_x_like_count_share,maynez_x_comment_count_share,maynez_x_view_count_share,claudia_facebook_num_interaction_share,claudia_facebook_like_count_share,claudia_facebook_comment_count_share,claudia_facebook_view_count_share,xochitl_facebook_num_interaction_share,xochitl_facebook_like_count_share,xochitl_facebook_comment_count_share,xochitl_facebook_view_count_share,maynez_facebook_num_interaction_share,maynez_facebook_like_count_share,maynez_facebook_comment_count_share,maynez_facebook_view_count_share,claudia_instagram_num_interaction_share,claudia_instagram_like_count_share,claudia_instagram_comment_count_share,claudia_instagram_view_count_share,xochitl_instagram_num_interaction_share,xochitl_instagram_like_count_share,xochitl_instagram_comment_count_share,xochitl_instagram_view_count_share,maynez_instagram_num_interaction_share,maynez_instagram_like_count_share,maynez_instagram_comment_count_share,maynez_instagram_view_count_share,claudia_youtube_num_interaction_share,claudia_youtube_like_count_share,claudia_youtube_comment_count_share,claudia_youtube_view_count_share,xochitl_youtube_num_interaction_share,xochitl_youtube_like_count_share,xochitl_youtube_comment_count_share,xochitl_youtube_view_count_share,maynez_youtube_num_interaction_share,maynez_youtube_like_count_share,maynez_youtube_comment_count_share,maynez_youtube_view_count_share,claudia_voting_intention,xochitl_voting_intention,maynez_voting_intention
2024-05-05,53.17998153521992,60.6368731455799,60.43630587466781,84.18839027292823,43.36943498147062,33.96460972764447,34.93121039163668,11.263994822466996,3.4505834833094635,5.398517126775632,4.632483733695512,4.547614904604766,40.623911935352844,40.612773458822645,38.278815872349355,,56.09956542040562,52.358000606130815,54.643816922107916,,3.2765226442415383,7.029225935046543,7.077367205542726,,74.24468336212192,87.24662388601851,76.96128306078613,,21.416662073084343,10.504172066763019,20.096485148758177,,4.338654564793732,2.2492040472184702,2.942231790455687,,54.03833770568009,60.861749955162715,70.89577356434216,,36.47964449436119,28.45316149308903,26.65683650409501,,9.482017799958717,10.685088551748253,2.4473899315628356,,75.28371124550256,82.27323601895371,80.20832520274436,84.62723684892448,23.612609660874227,15.626014957444347,16.85568659896813,10.933254882934847,1.1036790936232106,2.1007490236019435,2.935988198287503,4.439508268140675,58.5,32.4,9.1
2024-05-06,53.23608753441648,60.61290301002366,60.14891730853731,84.62723684892448,43.29039644309744,33.95510415083628,35.168930277937044,10.933254882934847,3.4735160224860824,5.43199283914007,4.682152413525645,4.439508268140675,40.57601453226965,40.352943874218,38.15502379366327,,56.078318604844334,52.41799675039993,54.498657742214704,,3.3456668628860133,7.229059375382074,7.346318464122027,,74.35427667733315,87.3017551988965,77.34246958732689,,21.322741384694627,10.425042222870715,19.72358799574021,,4.3229819379722345,2.2732025782327843,2.933942416932904,,54.43144477400593,61.49210553522417,69.6829990740606,,36.28300062981181,28.389057637007593,28.07874847898699,,9.285554596182257,10.118836827768233,2.2382524469523988,,75.58282238194784,82.98110988500407,80.65488819211055,85.13685372409887,23.32976127317755,15.03107667121617,16.51602485871463,10.607659346126423,1.0874163448746164,1.9878134437797654,2.8290869491748185,4.255486929774702,58.4,32.5,9.1
2024-05-10,53.239339225404436,59.786552449511234,59.234754566257116,84.53709987831442,43.14751101553316,34.5696430130147,35.703180622756925,10.654654301020317,3.6131497590623938,5.643804537474061,5.062064810985956,4.808245820665259,40.47329387435426,39.884891155594794,38.027473190587116,,56.09693317177956,52.94556027069894,54.537521890772325,,3.4297729538661814,7.169548573706268,7.435004918640563,,74.28879326734024,86.57668814940939,77.01699085945113,,21.15462406724221,10.742858323781528,19.486300064784118,,4.556582665417552,2.680453526809072,3.496709075764752,,53.55913385609507,58.54586548111242,67.04612738297439,,36.91146239378236,30.68078545789325,30.690073947299044,,9.529403750122569,10.77334906099433,2.263798669726555,,75.88489761323083,82.97817805420492,80.80598937792502,84.82387758459018,22.997703147883364,15.05658000494925,16.501025398327812,10.493949625377264,1.1173992388858058,1.9652419408458341,2.692985223747174,4.6821727900325625,57.9,32.7,9.4
2024-05-19,53.014384685504,58.02130375483462,57.191444884979084,85.20373521895681,42.820961594327024,35.141705061359396,35.82027273716217,10.459080377312315,4.164653720168976,6.8369911838059805,6.988282377858751,4.337184403730876,39.68384998968584,37.48731379994258,36.73932573353396,,56.062443187645094,53.73010848737898,53.11224267050203,,4.253706822669066,8.782577712678451,10.148431595964018,,74.72214364183492,86.50026918450723,76.72703514383474,,20.731527797046294,10.69412121480583,19.510785877591417,,4.546328561118796,2.8056096006869318,3.762178978573844,,52.02933639113563,53.91471129343592,62.666785210942955,,37.146215304603444,32.98931951847978,29.21523689097878,,10.824448304260935,13.0959691880843,8.117977898078266,,76.55601521442037,83.22866854259925,80.37040558936579,85.13671372630566,22.2711897945503,14.873071393968276,16.798126201153107,10.457818370125445,1.1727949910293332,1.8982600634324716,2.831468209481102,4.405467903568903,56.7,33.3,10.0
2024-05-22,52.880109930513505,57.009193037910855,57.163109888934116,84.9981332264129,42.91079092914777,36.32581617069962,35.94118659267422,10.689014894192555,4.209099140338713,6.6649907913895206,6.8957035183916675,4.312851879394543,39.78423642525701,37.8425875817271,37.21105221623263,,55.639654052013285,52.703302935574214,52.11229067709089,,4.5761095227297055,9.454109482698684,10.676657106676476,,74.87004259735502,86.35106065933601,76.98338914307857,,20.567757069652433,10.746042676484894,19.256186714442357,,4.562200332992541,2.9028966641790865,3.760424142479065,,51.60811968540453,52.77580986125216,62.51531011618805,,37.05043908566318,33.19418741808454,28.60528294936534,,11.34144122893229,14.030002720663305,8.87940693444661,,76.696250507953,82.76784979826373,80.6604173966792,85.02295260718891,22.05566449123498,15.228082706188653,16.582910198120864,10.637706216487139,1.2480850008120192,2.004067495547624,2.756672405199938,4.339341176323945,56.3,33.5,10.2
2024-05-23,52.85595569160634,56.796535096958436,57.022642888799325,85.02295260718891,42.70802145663576,35.954500817168636,35.56359517283764,10.637706216487139,4.436022851757902,7.248964085872929,7.4137619383630335,4.339341176323945,39.82271959536379,37.92494844163045,37.234127943995084,,55.42624952151086,52.17933354811615,51.69120063693231,,4.751030883125349,9.895718010253411,11.074671419072608,,74.9522550524294,86.40390816451713,76.91204904503654,,20.457310264994554,10.659403023481502,19.195987224282437,,4.5904346825760465,2.9366888120013686,3.891963730681015,,51.49411275602899,52.531300844334005,61.87122585221723,,36.75709968005598,32.69932432923646,28.335302127199114,,11.748787563915036,14.76937482642953,9.793472020583664,,76.60636887896302,82.41092779378687,80.16332208018974,84.33079720203048,22.126147827001805,15.570999079489617,16.821793752497076,10.828723349532272,1.2674832940351626,2.0180731267235092,3.0148841673131765,4.840479448437243,56.1,33.6,10.3
2024-05-24,52.871737556811595,56.716774025464375,56.83121773169173,84.33079720203048,42.55146316863763,35.71326738965034,35.40030457116187,10.828723349532272,4.576799274550773,7.569958584885277,7.768477697146407,4.840479448437243,39.94300366287725,38.27845829274895,37.90406352127574,,55.309958228687385,51.943949211598614,51.24870681227315,,4.747038108435364,9.777592495652437,10.847229666451113,,75.03576326157699,86.46012375217992,77.00226190957756,,20.385056392925527,10.6095680375851,19.136648328681417,,4.5791803454974875,2.9303082102349816,3.86108976174103,,51.39147995852665,52.28927682507902,61.502769741481124,,36.93934555136737,33.13286090750556,29.000020312404786,,11.66917449010598,14.577862267415417,9.497209946114092,,76.69666312940832,82.45065600990287,80.04589702779731,84.47486085329126,22.05012739446758,15.592408065471247,16.99362130016903,10.79424472018357,1.2532094761240968,1.9569359246258782,2.9604816720336578,4.730894426525178,56.0,33.7,10.4
2024-05-25,52.986021576239175,56.931513694658896,57.06653479691053,84.47486085329126,42.45181196687595,35.607598013328165,35.30220124067235,10.79424472018357,4.562166456884871,7.460888292012938,7.631263962417119,4.730894426525178,39.894870387213174,38.15159551110503,38.091390211440356,,55.25809122892675,51.8703747113989,51.06730891702501,,4.847038383860075,9.978029777496063,10.84130087153463,,75.11106049075917,86.47614884432545,77.06941618263406,,20.324615369234678,10.601153058721358,19.09831005928186,,4.564324140006147,2.9226980969531953,3.8322737580840793,,51.25535337281112,51.965407342908584,61.513341321063876,,37.132917825443926,33.6093193903171,29.080677031652574,,11.61172880174495,14.42527326677431,9.405981647283552,,76.85811322542784,82.65740706618868,80.09608757673382,84.66699693589553,21.8879552821625,15.412239082584971,16.904080716770046,10.65438075306247,1.253931492409666,1.9303538512263414,2.9998317064961295,4.6786223110420035,55.8,33.7,10.5
2024-05-26,53.006837178824206,56.91073119898624,57.14103477900849,84.66699693589553,42.381982884280504,35.56044192172142,35.23588835189423,10.65438075306247,4.611179936895291,7.5288268792923345,7.623076869097277,4.6786223110420035,39.96082242647057,38.3464251188537,38.40143782495711,,55.19523236471648,51.78343331611776,50.9158271626343,,4.843945208812947,9.870141565028538,10.6827350124086,,75.14273415983473,86.4672384020054,77.13097406717564,,20.30848312590771,10.611065338020618,19.074605481302576,,4.54878271425756,2.92169625997398,3.7944204515217876,,51.20549165778969,51.82413662601315,61.63029064063088,,37.24652094504549,33.919718455232854,29.057842546802497,,11.547987397164812,14.256144918754002,9.311866812566622,,77.0371444457843,82.94613665996187,80.32053172870823,84.96788197010495,21.70865959741596,15.13868927039598,16.715827974750752,10.447556467627923,1.2541959567997463,1.9151740696421518,2.9636402965410107,4.584561562267126,55.7,33.8,10.5
2024-05-28,53.228671777653204,57.298742646993006,57.707444629703275,85.28899962394205,42.167903182053095,35.30566450176278,34.85851794472596,10.243893324862515,4.603425040293706,7.395592851244215,7.434037425570761,4.467107051195431,40.09186732172934,38.764644785672445,39.078108127358135,,55.034053146495346,51.48034187861015,50.40103558434941,,4.8740795317753225,9.75501333571741,10.520856288292457,,75.43420332852753,86.66141106519801,77.55999184599513,,20.089661055371415,10.477506329506161,18.767827159994336,,4.476135616101052,2.8610826052958234,3.672180994010541,,51.443365146129885,52.02885171833264,63.41472304155743,,37.27316210538936,34.327055729629116,27.954357894298383,,11.283472748480754,13.64409255203824,8.630919064144184,,77.3523007082319,83.35364426536587,81.00761326751358,85.42249922574315,21.41644781583471,14.816708968382253,16.176386079973604,10.194561716376862,1.2312514759333937,1.829646766251885,2.816000652512823,4.382939057879983,55.3,34.0,10.7
2024-05-29,53.32835393153738,57.44322783031469,58.01099332913255,85.42249948418336,42.08419076548011,35.25982118406627,34.650052664742994,10.194561535640492,4.5874553029825105,7.296950985619044,7.338954006124457,4.382938980176153,40.268609934591424,39.29361841320163,40.168647181864436,,54.9000787239439,51.29320066798863,49.613658205664535,,4.83131134146467,9.413180918809738,10.217694612471027,,75.62551152476237,86.64900089945503,78.00102345276825,,19.95671212150223,10.53293592705596,18.45258681019691,,4.4177763537353885,2.818063173489004,3.5463897370348456,,52.09103733659363,53.14550610847415,64.56166089829115,,36.80872997333317,33.658819705044586,27.175941197032284,,11.100232690073204,13.195674186481272,8.262397904676568,,77.39517389898424,83.2311711606965,81.37152564027073,85.47136324469213,21.32384970202874,14.84766762276403,15.760839502736307,10.105597916697057,1.28097639898702,1.9211612165394663,2.8676348569929715,4.423038838610809,56.28829862573344,33.727893058297354,10.628185651060875
2024-05-30,53.48751361984851,57.60110149125237,58.73855844399918,85.47136324469213,41.9560837728881,35.27318849026536,34.118302050674,10.105597916697057,4.556402607263397,7.125710018482266,7.143139505326824,4.423038838610809,40.28451012577141,39.31832562934441,40.06128834495943,,54.89763051237511,51.348313288042135,49.801863011637444,,4.817859361853479,9.333361082613456,10.136848643403129,,75.61830872346627,86.60502257638689,77.98187256106121,,19.974903404615038,10.586599612323782,18.49605910859337,,4.406787871918701,2.808377811289335,3.5220683303454154,,52.06934854176326,53.09095845360131,64.5426706974651,,36.85414556901863,33.76261278264061,27.247757134611057,,11.07650588921811,13.146428763758076,8.209572167923845,,77.45216455664291,83.190342253728,81.63919287226243,85.46854664877812,21.27670594257537,14.925860013285172,15.5746323376821,10.191224520888,1.2711295007817223,1.8837977329868139,2.786174790055478,4.340228830333882,56.272441622461905,33.756643740791446,10.579137918172535
2024-05-31,53.52839875922205,57.65225488567073,58.75779095888557,85.46854664877812,41.933618551588935,35.29666021380391,34.16995042166689,10.191224520888,4.537982689189005,7.051084900525355,7.072258619447543,4.340228830333882,40.23610040063557,39.18074542641069,39.99826721797425,,54.82572206465588,51.215518507048586,49.82610294670192,,4.938177534708552,9.603736066540728,10.175629835323823,,75.56402257929285,86.48383865337422,77.82989894262691,,20.02663718237579,10.699358270523751,18.63470172718897,,4.409340238331351,2.8168030761020293,3.535399330184126,,52.06609750446592,53.085535387523954,64.48850184761226,,36.84011534880794,33.742726066482234,27.228239911353665,,11.093787146726127,13.171738545993808,8.283258241034078,,77.48859883772464,83.18765931699173,81.66123383183225,85.45800291935947,21.24541646685561,14.948905539250399,15.575968808063955,10.244017554541458,1.2659846954197622,1.8634351437578756,2.7627973601037907,4.2979795260990805,56.270865137153216,33.75113512041558,10.550043657574033
2024-06-01,53.48662217169709,57.51795746405234,58.62588681812393,85.45800291935947,41.906311913779625,35.29058755087648,34.26750212291431,10.244017554541458,4.607065914523276,7.191454985071177,7.106611058961769,4.2979795260990805,40.21315895508097,39.115314064060605,40.032100403850826,,54.74252972998104,51.01664919022758,49.75693476480717,,5.044311314937994,9.868036745711816,10.210964831342,,75.53362534113425,86.42068400876194,77.72999713753177,,20.066223709250618,10.772325547499213,18.747783043845292,,4.400150949615131,2.806990443738846,3.5222198186229416,,52.12257427979847,53.19637327227325,64.50267348372492,,36.79729712583989,33.66441324705235,27.21806455389899,,11.080128594361641,13.1392134806744,8.279261962376083,,77.34475826643215,82.78495859825176,81.35808894852288,85.19310319242062,21.39807273533268,15.380217190075834,15.910558032168556,10.554523213864456,1.2571689982351604,1.8348242116723958,2.7313530193085684,4.2523735937149185,56.30308571024984,33.7294424694335,10.659160611989513
2024-06-02,53.4390298728807,57.355533222686915,58.51223763262203,85.19310319242062,41.897954591495726,35.326364369618155,34.36267499551088,10.554523213864456,4.663015535623575,7.318102407694929,7.125087371867095,4.2523735937149185,40.47682249042436,39.862424803795136,40.25516081630743,,54.48441878864553,50.5484598776072,49.79499586065399,,5.038758720930115,9.589115318597667,9.949843323038571,,75.53362534113425,86.42068400876194,77.72999713753177,,20.066223709250618,10.772325547499213,18.747783043845292,,4.400150949615131,2.806990443738846,3.5222198186229416,,52.12257427979847,53.19637327227325,64.50267348372492,,36.79729712583989,33.66441324705235,27.21806455389899,,11.080128594361641,13.1392134806744,8.279261962376083,,77.32423487055733,82.61050338638555,81.19993493081469,85.1444074664284,21.375158633674253,15.475691532889613,16.020657823172847,10.568975964258174,1.3006064957684151,1.913805080724841,2.7794072460124584,4.2866165693134155,56.30308571024984,33.7294424694335,10.747533038517437
